"study","country","subject_id","subject_gender","subject_age","subject_ethnicity","subject_afford","subject_ses","subject_occupation_parent","subject_urban_rural","subject_religion","subject_religiosity","subject_church","subject_tongues","spev_score","dse_score","pv_score","por_score","abs_score","hall_score","para_score","cog_score","ctl_score"
"Study 4","Vanuatu",51059,"female",20,"Ni-Vanuatu",0,0,"Teacher","rural","Christianity",1,"Apostolic","1",1,3.92857142857143,1.21428571428571,1.1875,0.617647058823529,0.5,0.142857142857143,0.166666666666667,0.583333333333333
"Study 4","Vanuatu",51060,NA,26,"Ni-Vanuatu",1,0,"Self-employed","rural",".",1,"Baptist church","1",0.736842105263158,3.35714285714286,0.714285714285714,1.1875,0.323529411764706,0.333333333333333,0,-0.117647058823529,0.166666666666667
"Study 4","Vanuatu",51061,"female",19,"Ni-Vanuatu",1,0,"Eratap Beach Resort","urban","Christian",2,"Presbyterian",".",1.47368421052632,4.85714285714286,2.35714285714286,1.5625,0.941176470588235,1,0.285714285714286,0.0555555555555556,-0.583333333333333
"Study 4","Vanuatu",51062,"male",18,"Ni-Vanuatu",0,-1,"Gardener","rural","Christian Mission Center",1,"RMC","1",1.57142857142857,3.71428571428571,2,1,0.323529411764706,0.833333333333333,0.285714285714286,-0.166666666666667,0.166666666666667
"Study 4","Vanuatu",51063,"female",19,"mdata",1,0,"Self employed","urban","Christianity",1,"Anglican","0",1.13636363636364,4.57142857142857,1.92857142857143,1.0625,0.411764705882353,0,0.142857142857143,-0.111111111111111,1.66666666666667
"Study 4","Vanuatu",51064,"female",NA,"Port Vila Vanuatu",1,0,"Gardener","rural","AOG",1,"Bethany Church and Patarca Church","1",1.55555555555556,3.14285714285714,1.28571428571429,1.5,0.705882352941177,0.833333333333333,0.428571428571429,-0.111111111111111,-0.833333333333333
"Study 4","Vanuatu",51065,"male",21,"Ni-Vanuatu",1,-2,"Gardener","rural","Pilow of Five Ministry",2,"Church","1",0.6,3.71428571428571,1.71428571428571,1.1875,0.545454545454545,1.66666666666667,0.6,0.111111111111111,-1
"Study 4","Vanuatu",51066,"female",22,"Ni-Van",1,-2,"Gardener","rural","faith",2,"Presbyterian","1",1.40909090909091,4.28571428571429,1.78571428571429,1.53333333333333,0.970588235294118,1,1,-0.111111111111111,-0.833333333333333
"Study 4","Vanuatu",51067,"female",19,"Ni-Van",1,0,"Private employer","rural","only Christian",2,"SDA","0",1.05555555555556,4.57142857142857,2.42857142857143,1.5,0.911764705882353,0.666666666666667,0.285714285714286,0.222222222222222,-0.416666666666667
"Study 4","Vanuatu",51068,"female",19,"Ni-Vanuatu",1,1,"Self-employed","rural",".",1,"House of Refuge","1",2.57142857142857,4.78571428571429,1.35714285714286,1.125,0.882352941176471,0.166666666666667,0.142857142857143,0.222222222222222,0.166666666666667
"Study 4","Vanuatu",51069,"female",19,"Ni-Vanuatu",0,0,"Gardener","rural",".",1,"Presbyterian Church","1",1.33333333333333,3.64285714285714,1.15384615384615,1.1875,0.794117647058823,1,0.857142857142857,-0.166666666666667,-0.333333333333333
"Study 4","Vanuatu",51070,"female",19,"Ni-Van",1,-1,"Traversso","rural","Christian",1,"New Covenant Church","1",1.95454545454545,4.28571428571429,1.64285714285714,1.625,0.970588235294118,1.5,0.714285714285714,0.555555555555556,-0.583333333333333
"Study 4","Vanuatu",51071,"female",19,"mdata",0,0,"Farmer","urban","CMC",0,"CMC","1",1.4,1.85714285714286,2.42857142857143,1.0625,0.647058823529412,1.16666666666667,0.2,-0.333333333333333,0.333333333333333
"Study 4","Vanuatu",51072,"female",27,"Ni-Vanuatu",1,0,"Shifa Province","rural","Christianity",2,"Presbyterian Church / CRC Church Vanuatu","1",1.78947368421053,4.5,1.92857142857143,1.8125,0.911764705882353,1,0.285714285714286,0.166666666666667,0.333333333333333
"Study 4","Vanuatu",51073,"female",21,"Ni-Vanuatu",1,0,"Teacher","urban","Youth",2,"Church of Christ","1",2.64705882352941,4.28571428571429,1.71428571428571,1.625,0.617647058823529,0.5,0.571428571428571,-0.0555555555555556,-0.333333333333333
"Study 4","Vanuatu",51074,"female",20,"Ni-Vanuatu",1,0,"house keeper","rural","Christianity",1,"Churches of Christ","1",1.57142857142857,3.14285714285714,1.64285714285714,1.5,0.676470588235294,0.666666666666667,0.714285714285714,-0.0555555555555556,0
"Study 4","Vanuatu",51075,"female",20,"Ni-Van",1,0,"Teacher","rural","Youth",2,"AoG","1",2.3,4.5,1.71428571428571,1.6,0.411764705882353,0.5,0.571428571428571,-0.277777777777778,-0.333333333333333
"Study 4","Vanuatu",51076,"female",21,"Ni-Vanuatu",1,0,"Farmer & Housewife","rural","Christianity",1,"Praise and Worship","1",0.714285714285714,2.92857142857143,2,1,0.441176470588235,0.5,0.142857142857143,-0.333333333333333,0.0833333333333333
"Study 4","Vanuatu",51077,"male",21,"Ni-Vanuatu",0,-1,"Farming","rural","Christianity",1,"The Church of Jesus Christ of Latter Day Saints","1",0.5,2.42857142857143,1.14285714285714,1.4375,0.735294117647059,0.166666666666667,0.571428571428571,0.111111111111111,1
"Study 4","Vanuatu",51078,"male",22,"Ni-Vanuatu",1,-1,"Farmer","rural","Christianity",1,"Anglican","1",0.235294117647059,2.71428571428571,1,1.125,0.5,0.166666666666667,0.285714285714286,0.111111111111111,-0.333333333333333
"Study 4","Vanuatu",51079,"female",21,"Ni-Vanuatu",0,0,"Accountant/Secretary","urban","Catholic",1,"Cathedrale","1",0.857142857142857,3.71428571428571,0.928571428571429,1.35714285714286,0.588235294117647,0.833333333333333,0.428571428571429,0,1
"Study 4","Vanuatu",51080,"female",23,"Ni-Vanuatu",0,0,"Housewife (mom) , Dad died","rural","New Governant Church of Vanuatu",1,"Church Temple @ Eton New Governant Church","1",0.772727272727273,4.07142857142857,1.92857142857143,1.75,0.235294117647059,0.666666666666667,0.428571428571429,-0.166666666666667,-0.333333333333333
"Study 4","Vanuatu",51081,"female",21,"Ni-Vanuatu",1,-2,"Farmer / Sunday School tutor","rural","Church of Christ",2,"Church of Christ","1",1.31818181818182,3.92857142857143,2.57142857142857,1.875,0.676470588235294,1,0.714285714285714,-0.111111111111111,-0.166666666666667
"Study 4","Vanuatu",51082,"female",22,"Ni-Vanuatu",1,-1,"Gardening","rural","Praise & Worship",1,"Praise & Worship","1",0.954545454545455,3.14285714285714,1.78571428571429,1.625,0.735294117647059,1,0.857142857142857,0,-0.916666666666667
"Study 4","Vanuatu",51083,"female",21,"Ni-Vanuatu",0,0,"Bladiner Estate (Travel department)","urban",".",0,"SDA",".",0.772727272727273,3.69230769230769,1,1.625,0.5,0.666666666666667,0.285714285714286,0.388888888888889,0.416666666666667
"Study 4","Vanuatu",51084,"female",23,"Ni-Vanuatu",0,0,"House wife / Gardener","rural","Presbyterian",0,"Malasitapu Presbyterian Church","1",2.22222222222222,3.42857142857143,1,1.625,0.878787878787879,1,0.857142857142857,0.0555555555555556,-0.833333333333333
"Study 4","Vanuatu",51085,"female",20,"Ni-Vanuatu",1,0,"Teachers (both)","urban","AOG (Assembly of God)",1,"AOG Church @ Tebakor (Port Vila)","1",0.857142857142857,3.71428571428571,0.928571428571429,1.25,0.588235294117647,0.666666666666667,0.428571428571429,0,1
"Study 4","Vanuatu",51086,"female",21,"Ni-Van",1,0,"Government (Internal Affair)","urban","Assemblies of God",2,"Freshwind Christian life Ministry","1",2,3,1.42857142857143,1.1875,0.970588235294118,1,0.571428571428571,-0.277777777777778,-0.333333333333333
"Study 4","Vanuatu",51087,"female",21,"Ni-Van",1,-1,"RSE NZ","urban","youth",1,"Apostolic Church and Evangel Temple","1",1.57142857142857,4,1.35714285714286,1.0625,0.705882352941177,0.666666666666667,0.571428571428571,0.333333333333333,-0.0833333333333333
"Study 4","Vanuatu",51088,"female",19,"Business Studies",1,0,"Bus Driver","urban","Apostolic Life Ministry",1,"Apostolic Life Ministry","1",1.72727272727273,4.42857142857143,1.92857142857143,1.8125,0.558823529411765,1.16666666666667,0.571428571428571,0.111111111111111,-0.166666666666667
"Study 4","Vanuatu",51089,"female",20,"Ni-Vanuatu",0,0,"House parent","rural",".",0,"Pentecostal Church","1",0.647058823529412,3.14285714285714,1.42857142857143,0.9375,0.941176470588235,0.833333333333333,0.714285714285714,-0.222222222222222,-0.0833333333333333
"Study 4","Vanuatu",51090,NA,18,"Ni-Vanuatu",1,-2,"House keeper","rural","Presbyterian",1,"Pakaroo","1",1.05263157894737,3.28571428571429,1.21428571428571,1.1875,0.5,1.16666666666667,0.666666666666667,0.0555555555555556,-0.25
"Study 4","Vanuatu",51091,"female",20,"Ni-Van",1,0,"House wife, Driver","urban","Christianity",0,"Church","1",1.5,3.35714285714286,1.07142857142857,0.875,0.705882352941177,0.666666666666667,0.285714285714286,0.166666666666667,-1
"Study 4","Vanuatu",51092,"male",20,"Melanesian, Ni-Vanuatu",0,0,"Farming","rural","Anglican",1,"Anglican","0",2.22727272727273,3.07142857142857,1.53846153846154,1.125,0.483870967741935,0.333333333333333,0.714285714285714,-0.125,0.166666666666667
"Study 4","Vanuatu",51093,"male",18,"Ni-Vanuatu",0,0,"Estate / farmer","rural","AOG",1,"AOG","0",3.45454545454545,3.85714285714286,1,0.714285714285714,0.606060606060606,0.833333333333333,0.833333333333333,0,0.363636363636364
"Study 4","Vanuatu",51094,"female",20,"Ni-Van",1,0,"Teacher","rural","Seventh Day Adventist",1,"Church","0",0.631578947368421,3.35714285714286,0.857142857142857,0.8125,0.617647058823529,0.5,0.285714285714286,-0.0555555555555556,-0.916666666666667
"Study 4","Vanuatu",51095,NA,18,"Ni-Vanuatu",1,-2,"Retire","rural","Presbyterian",1,"Pakawa","1",1.05263157894737,3.21428571428571,1.21428571428571,1.1875,0.5,1.16666666666667,0.666666666666667,-0.111111111111111,-0.25
"Study 4","Vanuatu",51096,"male",18,"Ni-Vanuatu",0,-1,"Gardener","rural","Assemblies of God",1,"A.O.G.","1",1.57142857142857,3.71428571428571,2,1,0.333333333333333,0.833333333333333,0.285714285714286,-0.111111111111111,0.166666666666667
